image,class,split
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/2000.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/2001.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/2002.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/2003.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/2004.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/2005.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/2006.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/2007.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/2008.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/2009.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/2010.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/2011.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/2012.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/2013.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/2014.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/2015.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/2016.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/2017.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/2018.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/2019.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/2020.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/2021.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/2022.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/2023.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/2024.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/2025.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/2026.jpg,0,test
