image,class,split
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1000.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1001.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1002.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1003.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1004.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1005.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1006.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1007.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1008.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1009.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1010.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1011.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1012.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1013.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1014.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1015.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1016.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1017.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1018.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1019.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1020.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1021.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1022.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1023.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1024.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1025.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1026.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1027.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1028.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1029.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1030.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1031.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1032.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1033.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1034.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1035.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1036.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1037.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1038.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1039.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1040.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1041.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/1042.jpg,0,test
