image,class,split
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/4000.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/4001.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/4002.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/4003.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/4004.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/4005.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/4006.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/4007.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/4008.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/4009.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/4010.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/4011.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/4012.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/4013.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/4014.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/4015.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/4016.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/4017.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/4018.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/4019.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/4020.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/4021.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/4022.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/4023.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/4024.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/4025.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/4026.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/4027.jpg,0,test
/kaggle/input/real-fake-dataset/Real_fake_dataset/train/0_real/4028.jpg,0,test
